Gene_ids	Treatment1	Treatment2	Treatment3	Controle1	Controle2	Controle3
ENSG00000257576	6	8	8	1	1	1
ENSG00000076067	129	102	110	140	156	156
ENSG00000201579	0	0	0	0	0	0
ENSG00000076108	3274	3638	4335	4092	4927	4927
ENSG00000110955	18574	12852	14324	14329	12011	12011
ENSG00000207031	7	7	6	2	4	4
ENSG00000110958	8133	5673	6387	6273	3948	3948
ENSG00000241217	1	1	2	0	0	0
ENSG00000196531	8828	5873	6485	7983	6235	6235
ENSG00000285625	0	0	0	0	0	0
ENSG00000198056	561	468	502	323	242	242
ENSG00000025423	54	48	43	40	32	32
ENSG00000258679	0	1	0	1	0	0
ENSG00000273536	0	0	0	0	0	0
ENSG00000258816	0	0	0	0	0	0
ENSG00000212383	0	0	0	0	0	0
ENSG00000170426	2	0	0	1	1	1
ENSG00000278400	0	0	0	0	0	0
ENSG00000139547	30	23	15	20	29	29
ENSG00000278399	5	3	1	2	6	6
ENSG00000287715	0	0	1	0	0	0
ENSG00000166856	0	0	1	2	1	1
ENSG00000166860	394	369	490	379	360	360
ENSG00000166863	0	2	2	0	0	0
ENSG00000166866	1	3	1	3	2	2
ENSG00000166881	1544	1589	1680	1048	762	762
ENSG00000166886	1719	739	1339	676	1065	1065
ENSG00000166888	465	338	466	510	736	736
ENSG00000123384	153	118	253	127	312	312
ENSG00000259125	0	0	0	0	0	0
ENSG00000221365	0	0	0	0	0	0
ENSG00000182379	34	15	23	16	29	29
ENSG00000276727	0	0	0	0	0	0
ENSG00000182199	3987	1820	3332	2684	3472	3472
ENSG00000185633	12	3	9	4	8	8
ENSG00000185482	144	120	145	156	198	198
ENSG00000258830	0	0	0	0	0	0
ENSG00000179912	1037	891	1114	1328	1338	1338
ENSG00000201198	0	0	0	0	0	0
ENSG00000258001	2	1	2	2	0	0
ENSG00000175189	5	3	5	9	6	6
ENSG00000139269	2	2	2	0	1	1
ENSG00000287200	0	0	0	1	0	0
ENSG00000111087	0	0	3	0	2	2
ENSG00000123329	0	0	1	0	0	0
ENSG00000166986	4333	3034	3829	3173	3228	3228
ENSG00000284152	0	0	0	0	0	0
ENSG00000175197	445	333	400	443	533	533
ENSG00000285133	0	0	0	0	0	0
ENSG00000208028	6	9	6	2	3	3
ENSG00000166987	940	472	1092	837	1626	1626
ENSG00000175203	2904	1881	2344	2911	2764	2764
ENSG00000155980	3	8	3	9	8	8
ENSG00000166908	2345	1982	2224	2254	2194	2194
ENSG00000178498	777	502	792	639	1063	1063
ENSG00000240771	48	30	56	49	58	58
ENSG00000224713	5	6	5	8	12	12
ENSG00000287908	1	0	0	0	0	0
ENSG00000135502	2	4	4	1	0	0
ENSG00000135454	712	524	753	408	480	480
ENSG00000242990	1	0	1	0	0	0
ENSG00000135506	5207	3378	4341	5496	6219	6219
ENSG00000257342	0	0	0	0	0	0
ENSG00000135439	113	69	111	96	145	145
ENSG00000255737	95	27	77	60	97	97
ENSG00000135452	789	590	616	1218	988	988
ENSG00000135446	3890	2511	3089	2464	2503	2503
ENSG00000283621	0	0	0	0	0	0
ENSG00000139266	722	396	608	599	659	659
ENSG00000111012	35	27	35	14	26	26
ENSG00000037897	466	347	368	222	189	189
ENSG00000123427	287	223	233	228	254	254
ENSG00000257921	0	0	0	0	0	0
ENSG00000123297	16	8	10	13	12	12
ENSG00000135407	106	83	118	112	160	160
ENSG00000270039	22	12	13	19	13	13
ENSG00000206749	0	0	0	0	0	0
ENSG00000269903	0	2	1	2	0	0
ENSG00000175215	4698	3820	4913	6370	7142	7142
ENSG00000207789	0	0	1	0	0	0
ENSG00000257953	0	0	0	0	0	0
ENSG00000245651	0	0	0	0	0	0
ENSG00000273805	0	0	0	0	0	0
ENSG00000166896	245	170	189	167	126	126
ENSG00000257698	43	16	23	36	25	25
ENSG00000257159	3	3	2	3	2	2
ENSG00000222210	0	0	0	0	0	0
ENSG00000257668	1	0	1	1	0	0
ENSG00000257541	0	0	0	0	0	0
ENSG00000279134	0	0	0	0	0	0
ENSG00000279411	0	0	0	0	0	0
ENSG00000241423	0	0	0	1	0	0
ENSG00000258133	0	0	0	0	0	0
ENSG00000258231	0	0	0	0	0	0
ENSG00000257259	0	0	0	0	0	0
ENSG00000139263	249	222	247	261	224	224
ENSG00000257443	0	1	0	1	0	0
ENSG00000244390	20	15	17	1	1	1
ENSG00000257288	1	0	0	0	0	0
ENSG00000286351	0	0	0	0	0	0
ENSG00000286279	0	0	0	0	0	0
ENSG00000258214	0	0	0	0	0	0
ENSG00000212599	0	0	0	0	0	0
ENSG00000251931	0	0	0	0	0	0
ENSG00000257230	0	0	0	0	0	0
ENSG00000202471	0	0	0	0	0	0
ENSG00000118596	682	1121	1200	1119	685	685
ENSG00000257146	0	0	0	1	0	0
ENSG00000237176	0	0	1	1	0	0
ENSG00000257294	1	0	0	0	0	0
ENSG00000287014	0	0	0	0	0	0
ENSG00000258184	0	0	0	0	0	0
ENSG00000252607	0	0	0	0	0	0
ENSG00000251822	0	0	0	0	0	0
ENSG00000257865	0	0	0	0	0	0
ENSG00000257308	0	0	0	0	0	0
ENSG00000258336	0	0	0	0	0	0
ENSG00000286402	0	0	0	0	0	0
ENSG00000198673	1	7	4	11	8	8
ENSG00000242922	9	8	0	10	3	3
ENSG00000257528	4	0	1	0	0	0
ENSG00000213363	8	5	13	2	0	0
ENSG00000257880	0	0	0	0	0	0
ENSG00000258316	0	0	0	0	0	0
ENSG00000135655	1481	1408	1499	1765	1114	1114
ENSG00000284360	0	0	0	0	0	0
ENSG00000200814	0	0	0	0	0	0
ENSG00000275881	0	0	0	0	0	0
ENSG00000061987	1281	1565	1598	1630	1287	1287
ENSG00000257568	0	0	0	0	0	0
ENSG00000202034	0	0	0	0	0	0
ENSG00000221949	12	9	8	1	10	10
ENSG00000257354	45	54	66	44	37	37
ENSG00000199179	0	0	0	0	0	0
ENSG00000275180	14	16	10	7	10	10
ENSG00000111110	1304	1159	1363	1532	1309	1309
ENSG00000241941	1	3	0	3	0	0
ENSG00000213352	4	2	4	2	1	1
ENSG00000200296	0	0	0	0	0	0
ENSG00000252660	0	0	0	0	0	0
ENSG00000139239	58	47	38	35	36	36
ENSG00000257779	0	0	0	0	0	0
ENSG00000250517	0	0	0	0	0	0
ENSG00000257235	0	0	0	0	0	0
ENSG00000257664	0	0	0	0	0	0
ENSG00000166148	0	0	0	0	0	0
ENSG00000279444	0	0	0	0	0	0
ENSG00000257332	1	0	1	0	1	1
ENSG00000258117	0	0	0	0	0	0
ENSG00000177990	0	1	1	1	1	1
ENSG00000249753	0	1	2	0	0	0
ENSG00000257005	0	0	0	0	0	0
ENSG00000255583	0	0	0	0	0	0
ENSG00000240027	0	0	0	0	0	0
ENSG00000118600	388	297	316	359	259	259
ENSG00000255850	0	0	0	0	0	0
ENSG00000255642	27	19	16	16	19	19
ENSG00000196935	661	908	997	953	904	904
ENSG00000242087	0	0	0	0	0	0
ENSG00000256571	1	1	0	1	0	0
ENSG00000256399	0	2	0	3	0	0
ENSG00000255780	0	0	0	0	0	0
ENSG00000255886	0	0	0	0	0	0
ENSG00000287618	0	0	0	0	0	0
ENSG00000255817	0	0	0	0	0	0
ENSG00000255629	0	0	0	0	0	0
ENSG00000174206	462	409	446	324	258	258
ENSG00000212298	0	0	0	0	0	0
ENSG00000243024	7	2	3	5	10	10
ENSG00000251788	0	0	0	0	0	0
ENSG00000185306	1	1	0	1	0	0
ENSG00000256192	0	0	0	0	0	0
ENSG00000256293	3	3	2	3	1	1
ENSG00000238440	0	0	0	0	0	0
ENSG00000184575	6311	5862	6184	5580	3690	3690
ENSG00000255566	6	5	6	2	1	1
ENSG00000277895	1	1	3	3	4	4
ENSG00000183735	1522	1447	1597	1752	1173	1173
ENSG00000288665	0	0	0	0	0	0
ENSG00000153179	1064	930	976	1298	1135	1135
ENSG00000256199	0	0	0	0	0	0
ENSG00000223294	0	0	0	0	0	0
ENSG00000256670	0	0	0	0	1	1
ENSG00000266016	0	0	0	0	0	0
ENSG00000207546	0	0	0	0	0	0
ENSG00000225195	0	0	0	0	0	0
ENSG00000256314	0	0	0	0	0	0
ENSG00000280320	0	0	0	0	0	0
ENSG00000280181	0	0	1	0	0	0
ENSG00000135677	4582	4425	5016	6902	5738	5738
ENSG00000111490	329	270	301	279	231	231
ENSG00000288591	0	0	0	0	0	0
ENSG00000286682	13	6	10	9	9	9
ENSG00000243020	0	2	3	2	0	0
ENSG00000255693	2	2	4	3	1	1
ENSG00000248995	0	0	0	0	0	0
ENSG00000221564	0	0	0	0	0	0
ENSG00000198671	0	0	0	0	0	0
ENSG00000156076	0	1	0	1	0	0
ENSG00000207099	0	0	0	0	0	0
ENSG00000255700	0	0	0	0	0	0
ENSG00000174106	1002	921	1085	1081	904	904
ENSG00000276853	19	17	21	18	9	9
ENSG00000174099	8	10	10	21	9	9
ENSG00000250280	0	0	0	0	0	0
ENSG00000215208	0	0	0	0	1	1
ENSG00000250748	1	0	0	1	0	0
ENSG00000255866	0	0	0	0	0	0
ENSG00000256268	1	1	1	2	2	2
ENSG00000256915	0	0	0	0	0	0
ENSG00000213344	0	2	0	0	1	1
ENSG00000241749	1	0	0	0	0	0
ENSG00000149948	1	0	1	0	1	1
ENSG00000277945	0	0	0	0	0	0
ENSG00000197301	0	0	0	0	0	0
ENSG00000256083	0	0	0	0	0	0
ENSG00000276878	0	0	0	0	0	0
ENSG00000256259	0	0	0	0	0	0
ENSG00000213343	1	0	1	0	0	0
ENSG00000251857	0	0	0	0	0	0
ENSG00000139233	612	491	505	613	379	379
ENSG00000228144	0	0	0	0	0	0
ENSG00000239335	6	3	6	12	5	5
ENSG00000155957	316	260	248	455	241	241
ENSG00000090376	0	0	3	2	0	0
ENSG00000225422	6	4	3	6	6	6
ENSG00000284011	0	0	0	0	0	0
ENSG00000256072	0	0	0	0	0	0
ENSG00000256777	0	0	0	0	0	0
ENSG00000222744	0	0	0	0	0	0
ENSG00000127311	105	135	133	134	87	87
ENSG00000155974	323	333	358	419	379	379
ENSG00000256285	0	0	0	0	0	0
ENSG00000256420	0	0	0	0	0	0
ENSG00000257083	0	0	1	0	0	0
ENSG00000279310	0	0	0	0	0	0
ENSG00000255976	0	0	0	0	0	0
ENSG00000237766	4	1	4	3	11	11
ENSG00000111530	6540	6654	7289	6971	4925	4925
ENSG00000286563	6	5	4	1	6	6
ENSG00000256037	0	1	2	1	1	1
ENSG00000256355	0	1	0	0	0	0
ENSG00000256172	0	0	0	0	0	0
ENSG00000203585	0	0	0	0	0	0
ENSG00000256077	0	0	0	1	0	0
ENSG00000127334	1563	1714	1878	2326	1936	1936
ENSG00000235872	0	1	1	1	1	1
ENSG00000255970	0	1	4	0	2	2
ENSG00000279505	0	0	0	0	0	0
ENSG00000255772	1	0	0	0	0	0
ENSG00000256835	0	0	0	0	0	0
ENSG00000255733	0	0	0	0	0	0
ENSG00000244432	0	0	0	0	0	0
ENSG00000236946	0	0	0	0	0	0
ENSG00000256708	0	0	0	0	0	0
ENSG00000111537	0	0	0	0	0	0
ENSG00000111536	0	0	0	0	0	0
ENSG00000127318	0	0	0	0	0	0
ENSG00000111554	418	365	395	404	249	249
ENSG00000251301	4	1	0	3	0	0
ENSG00000256273	0	0	0	0	0	0
ENSG00000273824	0	0	0	0	0	0
ENSG00000256075	3	1	0	1	0	0
ENSG00000256917	0	0	0	0	0	0
ENSG00000240087	10	6	4	0	1	1
ENSG00000274459	0	0	0	0	0	0
ENSG00000127314	495	447	498	572	385	385
ENSG00000234040	1	1	1	0	0	0
ENSG00000206650	0	0	0	0	0	0
ENSG00000234925	2	4	3	2	1	1
ENSG00000247363	4	2	5	10	6	6
ENSG00000241825	0	1	0	0	0	0
ENSG00000111581	2479	2077	2289	1765	1233	1233
ENSG00000233560	20	14	30	8	14	14
ENSG00000175782	459	448	497	422	387	387
ENSG00000256678	0	0	0	0	0	0
ENSG00000135679	2579	2818	3086	3424	2505	2505
ENSG00000256325	1	0	1	0	1	1
ENSG00000257181	0	0	0	0	0	0
ENSG00000256664	0	0	0	0	0	0
ENSG00000135678	22	22	23	16	17	17
ENSG00000252770	0	0	0	0	0	0
ENSG00000257289	0	0	0	0	0	0
ENSG00000257336	0	0	0	0	0	0
ENSG00000258140	0	0	0	0	0	0
ENSG00000111605	2632	2261	2641	1991	2035	2035
ENSG00000283476	0	0	0	0	0	0
ENSG00000257818	3	1	3	3	3	3
ENSG00000274979	0	1	0	0	1	1
ENSG00000090382	0	1	0	3	2	2
ENSG00000257764	0	0	0	0	0	0
ENSG00000127337	663	459	534	546	330	330
ENSG00000266185	0	0	0	0	0	0
ENSG00000241765	0	1	0	0	0	0
ENSG00000257507	0	1	1	1	0	0
ENSG00000166225	1100	1278	1391	1395	931	931
ENSG00000264405	0	0	0	0	0	0
ENSG00000283677	0	0	0	0	0	0
ENSG00000166226	8856	6536	7010	6316	4714	4714
ENSG00000198812	0	0	0	0	0	0
ENSG00000127325	0	0	1	5	4	4
ENSG00000279551	0	0	0	0	0	0
ENSG00000247131	1	1	0	3	3	3
ENSG00000127328	966	837	921	993	726	726
ENSG00000258052	0	0	0	0	0	0
ENSG00000166268	0	0	4	4	3	3
ENSG00000257815	19	8	20	17	16	16
ENSG00000257241	0	0	0	0	0	0
ENSG00000257139	0	0	0	0	0	0
ENSG00000287132	0	0	0	0	0	0
ENSG00000111596	2005	1694	1860	2337	1927	1927
ENSG00000279530	2	12	23	8	8	8
ENSG00000135643	42	21	25	45	34	34
ENSG00000222405	0	0	0	0	0	0
ENSG00000258168	0	1	0	0	0	0
ENSG00000127329	11	10	19	16	11	11
ENSG00000277247	0	0	0	0	0	0
ENSG00000153233	1	1	2	1	2	2
ENSG00000257302	0	0	0	0	0	0
ENSG00000207387	0	0	0	0	0	0
ENSG00000257265	0	0	0	0	0	0
ENSG00000257454	0	0	0	0	0	0
ENSG00000258053	0	0	0	0	0	0
ENSG00000127324	0	0	0	0	0	0
ENSG00000139292	0	0	0	1	0	0
ENSG00000277223	0	0	0	0	0	0
ENSG00000288530	0	0	0	0	0	0
ENSG00000257761	0	3	0	1	1	1
ENSG00000133858	784	1054	1186	1003	865	865
ENSG00000212461	0	0	0	0	0	0
ENSG00000173451	121	90	101	132	103	103
ENSG00000258064	0	0	0	0	0	0
ENSG00000139291	356	285	328	369	271	271
ENSG00000257515	0	0	0	0	0	0
ENSG00000080371	2564	2118	2378	2712	1987	1987
ENSG00000257410	0	0	0	0	0	0
ENSG00000257991	0	0	0	0	0	0
ENSG00000121749	801	692	799	909	658	658
ENSG00000257802	1	0	0	0	0	0
ENSG00000139287	0	0	0	0	1	1
ENSG00000258115	0	0	0	0	0	0
ENSG00000072657	0	0	0	0	0	0
ENSG00000236333	0	0	0	0	0	0
ENSG00000257287	0	0	0	0	0	0
ENSG00000257723	0	0	0	0	0	0
ENSG00000258235	0	0	0	0	0	0
ENSG00000258294	1	0	0	0	0	0
ENSG00000258123	0	0	0	0	0	0
ENSG00000257682	0	0	0	0	0	0
ENSG00000243164	0	0	0	0	0	0
ENSG00000252415	0	0	0	0	0	0
ENSG00000257750	0	0	0	0	0	0
ENSG00000201809	0	0	0	0	0	0
ENSG00000251138	18	15	19	22	18	18
ENSG00000257587	0	0	0	0	0	0
ENSG00000258332	0	0	0	0	1	1
ENSG00000258320	0	0	0	0	0	0
ENSG00000257183	0	1	0	0	0	0
ENSG00000257113	0	1	0	0	0	0
ENSG00000257364	0	0	0	0	0	0
ENSG00000253719	4595	3662	4220	4847	4150	4150
ENSG00000257386	0	0	0	0	0	0
ENSG00000257323	0	0	0	0	0	0
ENSG00000188646	0	0	0	1	0	0
ENSG00000257998	0	0	0	0	0	0
ENSG00000257434	0	0	0	0	0	0
ENSG00000166006	2	0	1	0	0	0
ENSG00000254451	0	0	0	0	0	0
ENSG00000258112	0	0	0	0	0	0
ENSG00000180881	40	49	43	29	19	19
ENSG00000257823	0	0	0	0	0	0
ENSG00000273987	2	0	0	1	2	2
ENSG00000173401	0	2	0	0	0	0
ENSG00000180481	9	4	4	6	4	4
ENSG00000139278	17	18	14	12	12	12
ENSG00000257497	11	6	9	14	11	11
ENSG00000111615	1343	1242	1279	1274	901	901
ENSG00000258077	0	1	0	0	0	0
ENSG00000257777	0	0	0	0	0	0
ENSG00000286259	0	1	0	0	0	0
ENSG00000258245	0	1	1	0	1	1
ENSG00000251893	0	0	0	0	0	0
ENSG00000258088	0	0	0	0	0	0
ENSG00000258091	0	0	0	0	0	0
ENSG00000243420	0	0	0	0	0	0
ENSG00000257329	0	0	0	0	1	1
ENSG00000198923	0	0	0	0	0	0
ENSG00000139289	770	724	898	1413	1203	1203
ENSG00000257453	0	0	0	0	1	1
ENSG00000257839	0	0	0	0	0	0
ENSG00000187109	11115	8561	8840	10302	6950	6950
ENSG00000257941	0	5	2	1	1	1
ENSG00000258304	0	0	0	0	0	0
ENSG00000257872	1	0	0	0	0	0
ENSG00000252858	0	0	0	0	0	0
ENSG00000257219	0	0	0	0	0	0
ENSG00000223273	0	0	0	0	0	0
ENSG00000179941	474	463	490	670	429	429
ENSG00000091039	1818	2647	2739	3165	2082	2082
ENSG00000257526	7	0	12	5	5	5
ENSG00000287030	2	0	1	1	3	3
ENSG00000213272	3	0	2	2	0	0
ENSG00000271142	1	0	0	2	0	0
ENSG00000243071	0	0	0	1	0	0
ENSG00000241045	0	0	0	0	1	1
ENSG00000258090	2	0	3	4	0	0
ENSG00000186908	572	709	761	753	544	544
ENSG00000175183	70	52	59	49	41	41
ENSG00000257910	0	0	0	0	0	0
ENSG00000257199	1	0	1	0	0	0
ENSG00000165891	534	636	696	309	244	244
ENSG00000286476	0	0	0	0	0	0
ENSG00000257677	0	0	0	0	1	1
ENSG00000067798	16	12	22	46	47	47
ENSG00000257835	0	0	0	0	0	0
ENSG00000258066	0	0	1	0	0	0
ENSG00000258225	0	0	0	0	0	0
ENSG00000257220	0	0	0	0	0	0
ENSG00000258220	0	0	0	0	0	0
ENSG00000258084	0	0	0	0	0	0
ENSG00000257879	0	0	0	0	0	0
ENSG00000257165	0	0	0	0	0	0
ENSG00000257564	1	1	2	1	0	0
ENSG00000257948	0	0	0	0	1	1
ENSG00000067715	513	500	558	657	543	543
ENSG00000257191	2	3	6	16	12	12
ENSG00000257894	3	6	4	2	5	5
ENSG00000221788	0	0	0	0	0	0
ENSG00000257604	2	0	0	0	0	0
ENSG00000257474	0	2	0	1	0	0
ENSG00000257956	0	1	3	2	0	0
ENSG00000177425	3046	2903	3242	3809	2501	2501
ENSG00000258048	0	0	0	0	1	1
ENSG00000058272	1867	2036	2189	2313	1667	1667
ENSG00000277130	2	0	1	1	1	1
ENSG00000258044	0	0	1	1	0	0
ENSG00000201942	0	0	0	0	0	0
ENSG00000257557	34	20	34	48	42	42
ENSG00000271496	0	0	0	0	0	0
ENSG00000239473	2	0	0	0	1	1
ENSG00000238842	0	0	0	0	0	0
ENSG00000165899	1	0	1	1	1	1
ENSG00000230291	6	4	2	2	2	2
ENSG00000222880	0	0	0	0	0	0
ENSG00000139304	3	8	9	18	18	18
ENSG00000257786	0	0	0	0	0	0
ENSG00000257429	0	0	0	0	0	0
ENSG00000111046	0	0	0	0	0	0
ENSG00000111049	0	0	0	0	0	0
ENSG00000257741	0	0	0	0	0	0
ENSG00000111052	777	791	835	1247	955	955
ENSG00000207763	0	0	0	0	0	0
ENSG00000258215	0	0	0	0	0	0
ENSG00000208022	0	0	0	0	0	0
ENSG00000111058	949	836	1002	1833	1389	1389
ENSG00000258026	0	0	0	0	0	0
ENSG00000265227	0	0	0	0	0	0
ENSG00000139220	0	1	1	5	1	1
ENSG00000257467	0	1	0	0	0	0
ENSG00000258162	0	0	0	1	0	0
ENSG00000258375	0	0	0	0	0	0
ENSG00000257609	0	0	0	0	0	0
ENSG00000257747	0	0	0	0	0	0
ENSG00000258193	0	0	0	0	0	0
ENSG00000133773	784	561	539	717	530	530
ENSG00000127720	89	85	87	131	94	94
ENSG00000257875	0	0	0	0	0	0
ENSG00000258170	0	0	0	0	0	0
ENSG00000257837	0	0	0	0	0	0
ENSG00000257431	0	0	0	0	1	1
ENSG00000286043	1	0	1	3	2	2
ENSG00000179104	454	465	531	753	598	598
ENSG00000252220	0	0	0	0	0	0
ENSG00000213270	7	5	8	0	2	2
ENSG00000258338	0	0	0	0	0	0
ENSG00000257124	0	0	0	0	0	0
ENSG00000285191	0	0	0	0	0	0
ENSG00000257729	0	0	0	0	0	0
ENSG00000221148	0	0	0	0	0	0
ENSG00000258358	0	0	0	0	0	0
ENSG00000257296	0	0	0	0	0	0
ENSG00000072041	0	0	0	0	0	0
ENSG00000258073	0	0	0	0	0	0
ENSG00000231738	0	0	0	0	0	0
ENSG00000133640	5	9	5	8	6	6
ENSG00000180318	0	0	0	0	0	0
ENSG00000258815	18	22	15	22	17	17
ENSG00000257855	0	0	0	0	0	0
ENSG00000258206	0	0	0	0	0	0
ENSG00000198774	0	0	1	0	0	0
ENSG00000133636	1	1	3	3	4	4
ENSG00000182050	1	0	0	0	0	0
ENSG00000258178	0	0	0	0	0	0
ENSG00000257897	0	0	0	0	0	0
ENSG00000258185	0	0	0	0	0	0
ENSG00000280049	0	0	0	0	0	0
ENSG00000242850	0	0	0	0	0	0
ENSG00000258205	0	0	0	0	0	0
ENSG00000257648	0	0	0	0	0	0
ENSG00000258173	0	0	0	0	0	0
ENSG00000258128	3	10	5	4	4	4
ENSG00000257912	0	0	0	0	0	0
ENSG00000257940	0	0	0	0	0	0
ENSG00000258179	0	0	0	0	0	0
ENSG00000240721	0	0	0	0	0	0
ENSG00000165805	0	0	0	0	0	0
ENSG00000133641	350	283	340	290	164	164
ENSG00000198707	478	676	615	646	368	368
ENSG00000252747	0	0	0	0	0	0
ENSG00000257752	0	0	2	0	1	1
ENSG00000139324	821	979	1034	1339	833	833
ENSG00000199245	0	0	0	0	0	0
ENSG00000049130	1110	1307	1456	2836	1844	1844
ENSG00000281333	2	4	4	7	8	8
ENSG00000252850	0	0	0	0	0	0
ENSG00000278011	0	0	0	0	0	0
ENSG00000246363	0	0	0	0	1	1
ENSG00000257629	0	0	0	0	0	0
ENSG00000238302	0	0	0	0	0	0
ENSG00000257820	0	0	0	0	0	0
ENSG00000139318	136	109	114	165	146	146
ENSG00000274021	1	2	2	2	6	6
ENSG00000286608	2	1	3	3	5	5
ENSG00000271327	3	17	14	7	10	10
ENSG00000271259	6	3	1	1	1	1
ENSG00000139323	714	594	684	507	387	387
ENSG00000226982	1	3	1	4	0	0
ENSG00000259075	0	2	3	2	2	2
ENSG00000257594	6	3	4	4	5	5
ENSG00000270344	61	67	62	69	63	63
ENSG00000279939	0	0	0	0	0	0
ENSG00000258302	8	7	9	9	8	8
ENSG00000070961	3670	4281	4568	5838	4217	4217
ENSG00000271614	68	49	57	124	83	83
ENSG00000258216	5	2	7	11	18	18
ENSG00000252207	0	0	0	0	0	0
ENSG00000257480	0	0	0	0	1	1
ENSG00000252823	0	0	0	0	0	0
ENSG00000258290	0	0	0	0	0	0
ENSG00000257725	0	0	0	0	0	0
ENSG00000257194	3	4	7	6	7	7
ENSG00000258183	1	1	1	0	0	0
ENSG00000286021	0	0	0	0	0	0
ENSG00000288102	0	0	0	0	0	0
ENSG00000257995	0	0	0	0	0	0
ENSG00000257787	0	0	0	0	0	0
ENSG00000197651	0	0	1	1	0	0
ENSG00000196243	0	0	0	0	0	0
ENSG00000083782	0	0	0	0	0	0
ENSG00000139330	0	0	0	0	0	0
ENSG00000139329	0	0	0	0	0	0
ENSG00000011465	0	0	0	0	0	0
ENSG00000258148	0	0	0	0	0	0
ENSG00000258100	0	0	0	0	0	0
ENSG00000286049	0	1	3	3	0	0
ENSG00000274647	0	0	0	0	0	0
ENSG00000277738	2	0	0	0	1	1
ENSG00000258125	0	0	0	0	0	0
ENSG00000258224	0	0	0	0	0	0
ENSG00000257893	0	0	0	0	0	0
ENSG00000257863	0	0	0	0	0	0
ENSG00000257242	6	6	8	2	3	3
ENSG00000286907	0	0	0	0	0	0
ENSG00000287714	0	0	0	0	0	0
ENSG00000133639	1733	1238	1447	2601	2078	2078
ENSG00000245904	11	2	11	14	11	11
ENSG00000239201	0	0	1	0	0	0
ENSG00000199895	0	0	0	0	0	0
ENSG00000277851	0	0	0	0	0	0
ENSG00000205057	0	0	0	0	0	0
ENSG00000257127	0	0	0	0	0	0
ENSG00000266923	0	0	0	0	0	0
ENSG00000205056	0	0	0	0	0	0
ENSG00000258262	0	0	0	0	0	0
ENSG00000187510	1	1	1	1	0	0
ENSG00000102189	928	1406	1410	1580	981	981
ENSG00000258012	1	1	0	0	1	1
ENSG00000257195	1	4	2	0	1	1
ENSG00000202534	1	0	0	0	0	0
ENSG00000257345	0	0	0	0	0	0
ENSG00000257322	1	0	3	3	3	3
ENSG00000207365	0	0	0	0	0	0
ENSG00000270506	0	0	0	0	0	0
ENSG00000256393	43	28	18	33	61	61
ENSG00000257746	1	1	0	0	1	1
ENSG00000257210	1	3	2	1	0	0
ENSG00000258171	0	0	0	0	0	0
ENSG00000201502	0	0	0	0	0	0
ENSG00000257512	31	22	13	31	39	39
ENSG00000257252	1	2	2	1	8	8
ENSG00000173598	556	456	571	1063	809	809
ENSG00000177889	2208	1592	1793	1934	1399	1399
ENSG00000200011	0	0	0	0	0	0
ENSG00000198015	1344	1104	1139	1048	708	708
ENSG00000243015	0	0	0	0	0	0
ENSG00000258271	0	0	0	0	0	0
ENSG00000246985	46	29	43	63	69	69
ENSG00000120833	198	128	186	191	170	170
ENSG00000186076	1	2	1	0	0	0
ENSG00000169372	136	73	93	148	157	157
ENSG00000258274	0	0	0	0	0	0
ENSG00000264978	0	0	0	0	0	0
ENSG00000258303	0	0	0	0	0	0
ENSG00000257283	1	3	0	1	0	0
ENSG00000271382	0	0	0	0	0	0
ENSG00000223126	0	0	0	0	0	0
ENSG00000257360	0	0	0	0	0	0
ENSG00000136040	31	27	27	41	40	40
ENSG00000258035	0	0	0	0	0	0
ENSG00000287237	0	0	0	0	0	0
ENSG00000258172	0	0	1	0	0	0
ENSG00000258365	3	8	4	2	4	4
ENSG00000173588	376	368	362	266	181	181
ENSG00000244391	0	0	0	0	0	0
ENSG00000213250	0	2	2	0	0	0
ENSG00000278916	27	12	19	28	17	17
ENSG00000257400	0	0	0	0	0	0
ENSG00000244091	0	0	0	0	0	0
ENSG00000258357	1	0	1	0	0	0
ENSG00000236349	8	8	2	6	3	3
ENSG00000266099	0	0	0	0	0	0
ENSG00000057704	62	66	78	93	60	60
ENSG00000283818	0	0	0	0	0	0
ENSG00000257847	1	0	1	0	0	0
ENSG00000216306	0	0	1	0	1	1
ENSG00000283998	0	0	0	0	0	0
ENSG00000184752	1299	760	954	919	870	870
ENSG00000120798	487	432	465	562	422	422
ENSG00000180263	408	515	591	591	418	418
ENSG00000257121	0	0	0	0	0	0
ENSG00000237774	9	6	8	1	1	1
ENSG00000028203	1518	1463	1561	2033	1471	1471
ENSG00000202470	0	0	0	0	0	0
ENSG00000257666	0	1	0	0	0	0
ENSG00000212535	0	0	0	0	0	0
ENSG00000199172	1	1	0	0	1	1
ENSG00000265917	3	0	3	5	2	2
ENSG00000257943	0	0	0	0	0	0
ENSG00000258313	0	0	0	0	0	0
ENSG00000222544	0	0	0	0	0	0
ENSG00000241556	6	2	4	1	0	0
ENSG00000111142	2584	2003	2012	2421	1835	1835
ENSG00000136014	1	2	2	2	0	0
ENSG00000257150	4	4	4	4	11	11
ENSG00000212448	0	0	0	0	0	0
ENSG00000074527	1625	1350	1560	4032	3888	3888
ENSG00000258343	0	0	0	1	0	0
ENSG00000199506	0	0	0	0	0	0
ENSG00000258292	0	0	0	0	0	0
ENSG00000139343	1678	1017	1202	936	973	973
ENSG00000165972	1	4	1	2	3	3
